point	title	description	iconSize	iconOffset	icon
50.1996472222,8.29818333333	<a href="http://kein Artikel/wiki/Wp 3/27 Steinturm" target="pedia">Wp 3/27 Steinturm</a>	<div style="max-width: 250px;">Geo 50.1996472222, 8.29818333333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2002361111,8.30211111111	<a href="http://kein Artikel/wiki/Wp 3/28 Steinturm" target="pedia">Wp 3/28 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2002361111, 8.30211111111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2020277778,8.31435277778	<a href="http://kein Artikel/wiki/Wp 3/29 Steinturm" target="pedia">Wp 3/29 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2020277778, 8.31435277778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2010666667,8.3164	<a href="http://kein Artikel/wiki/Kleinkastell Eichelgarten" target="pedia">Kleinkastell Eichelgarten</a>	<div style="max-width: 250px;">Geo 50.2010666667, 8.3164<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.20415,8.31936666667	<a href="http://kein Artikel/wiki/Wp 3/30 Steinturm" target="pedia">Wp 3/30 Steinturm</a>	<div style="max-width: 250px;">Geo 50.20415, 8.31936666667<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2058277778,8.32348888889	<a href="http://kein Artikel/wiki/Wp 3/31 Steinturm" target="pedia">Wp 3/31 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2058277778, 8.32348888889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2084944444,8.33294444444	<a href="http://de.wikipedia.org/wiki/Kastell Alteburg" target="pedia">Kastell Alteburg</a>	<div style="max-width: 250px;">Geo 50.2084944444, 8.33294444444<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br>kurz nach 150 bis um 260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2141388889,8.35233055556	<a href="http://kein Artikel/wiki/Wp 3/35 Steinturm" target="pedia">Wp 3/35 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2141388889, 8.35233055556<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2149277778,8.36195833333	<a href="http://kein Artikel/wiki/Wp 3/36 Steinturm" target="pedia">Wp 3/36 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2149277778, 8.36195833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2157555556,8.371575	<a href="http://kein Artikel/wiki/Wp 3/37 Steinturm" target="pedia">Wp 3/37 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2157555556, 8.371575<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2173638889,8.38341944444	<a href="http://kein Artikel/wiki/Wp 3/38 Steinturm" target="pedia">Wp 3/38 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2173638889, 8.38341944444<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Westliche Taunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2185444444,8.39057777778	<a href="http://de.wikipedia.org/wiki/Kleinkastell Maisel" target="pedia">Kleinkastell Maisel</a>	<div style="max-width: 250px;">Geo 50.2185444444, 8.39057777778<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br>kurz nach 150 bis um 260 (?)</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.223675,8.42167777778	<a href="http://kein Artikel/wiki/Wp 3/43 Steinturm" target="pedia">Wp 3/43 Steinturm</a>	<div style="max-width: 250px;">Geo 50.223675, 8.42167777778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2239583333,8.42395833333	<a href="http://kein Artikel/wiki/Wp 3/43a Geb&#228;ude" target="pedia">Wp 3/43a Geb&#228;ude</a>	<div style="max-width: 250px;">Geo 50.2239583333, 8.42395833333<br>Wachgeb&#228;ude (?)<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2257361111,8.43670277778	<a href="http://kein Artikel/wiki/Wp 3/45 Steinturm" target="pedia">Wp 3/45 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2257361111, 8.43670277778<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2271388889,8.44466666667	<a href="http://de.wikipedia.org/wiki/Kastell Feldberg" target="pedia">Kastell Feldberg</a>	<div style="max-width: 250px;">Geo 50.2271388889, 8.44466666667<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br>kurz nach 150 bis um 260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2445861111,8.49294722222	<a href="http://de.wikipedia.org/wiki/Kleinkastell Altes Jagdhaus" target="pedia">Kleinkastell Altes Jagdhaus</a>	<div style="max-width: 250px;">Geo 50.2445861111, 8.49294722222<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br>Mitte 2. Jh. bis ?</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2523611111,8.51388888889	<a href="http://de.wikipedia.org/wiki/Kleinkastell Heidenstock" target="pedia">Kleinkastell Heidenstock</a>	<div style="max-width: 250px;">Geo 50.2523611111, 8.51388888889<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br>nicht vor 83 n. Chr., wahrscheinlich 2. Jahrhundert</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2715277778,8.56666666667	<a href="http://de.wikipedia.org/wiki/Kastell Saalburg" target="pedia">Kastell Saalburg</a>	<div style="max-width: 250px;">Geo 50.2715277778, 8.56666666667<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br>um 155/160 bis max. 260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2749277778,8.57636388889	<a href="http://kein Artikel/wiki/Wp 3/68 Steinturm" target="pedia">Wp 3/68 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2749277778, 8.57636388889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2787166667,8.58226388889	<a href="http://kein Artikel/wiki/Wp 3/69 Steinturm" target="pedia">Wp 3/69 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2787166667, 8.58226388889<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2821305556,8.58633055556	<a href="http://de.wikipedia.org/wiki/Kleinkastell Lochm&#252;hle" target="pedia">Kleinkastell Lochm&#252;hle</a>	<div style="max-width: 250px;">Geo 50.2821305556, 8.58633055556<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 3: Hochtaunusstrecke, Strecke 4: Osttaunusstrecke<br>Mitte 2. Jh. bis 260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2854277778,8.58830833333	<a href="http://kein Artikel/wiki/Wp 4/1 Steinturm" target="pedia">Wp 4/1 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2854277778, 8.58830833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2899611111,8.59123055556	<a href="http://kein Artikel/wiki/Wp 4/2 Steinturm" target="pedia">Wp 4/2 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2899611111, 8.59123055556<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2905583333,8.5974	<a href="http://kein Artikel/wiki/Wp 4/3 Steinturm" target="pedia">Wp 4/3 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2905583333, 8.5974<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2940777778,8.60421944444	<a href="http://kein Artikel/wiki/Wp 4/5 Steinturm" target="pedia">Wp 4/5 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2940777778, 8.60421944444<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2984638889,8.61771111111	<a href="http://kein Artikel/wiki/Wp 4/6 Steinturm" target="pedia">Wp 4/6 Steinturm</a>	<div style="max-width: 250px;">Geo 50.2984638889, 8.61771111111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3041527778,8.62235555556	<a href="http://kein Artikel/wiki/Wp 4/7 Steinturm" target="pedia">Wp 4/7 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3041527778, 8.62235555556<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3086472222,8.63079722222	<a href="http://kein Artikel/wiki/Wp 4/9 Steinturm" target="pedia">Wp 4/9 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3086472222, 8.63079722222<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3130416667,8.63566388889	<a href="http://de.wikipedia.org/wiki/Kastell Kapersburg" target="pedia">Kastell Kapersburg</a>	<div style="max-width: 250px;">Geo 50.3130416667, 8.63566388889<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Osttaunusstrecke<br>Ende 1. bis Mitte 3. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3247277778,8.64145833333	<a href="http://kein Artikel/wiki/Wp 4/12 Steinturm" target="pedia">Wp 4/12 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3247277778, 8.64145833333<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Westliche Wetteraustrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3406166667,8.64854444444	<a href="http://kein Artikel/wiki/Wp 4/14 Steinturm" target="pedia">Wp 4/14 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3406166667, 8.64854444444<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Westliche Wetteraustrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3391083333,8.64348611111	<a href="http://kein Artikel/wiki/Wp 4/16 Steinturm" target="pedia">Wp 4/16 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3391083333, 8.64348611111<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Westliche Wetteraustrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3491055556,8.6406	<a href="http://kein Artikel/wiki/Wp 4/18 Steinturm" target="pedia">Wp 4/18 Steinturm</a>	<div style="max-width: 250px;">Geo 50.3491055556, 8.6406<br>Wachturm<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Westliche Wetteraustrecke<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3651027778,8.64479444444	<a href="http://Kein Artikel/wiki/Kastell Langenhain" target="pedia">Kastell Langenhain</a>	<div style="max-width: 250px;">Geo 50.3651027778, 8.64479444444<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Westliche Wetteraustrecke<br>fr&#252;htrajanisch bis 259/260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4396805556,8.66518055556	<a href="http://Kein Artikel/wiki/Kastell Butzbach" target="pedia">Kastell Butzbach</a>	<div style="max-width: 250px;">Geo 50.4396805556, 8.66518055556<br>Kohortenkastell, Alenkastell (?)<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Westliche Wetteraustrecke<br>fr&#252;hdomitianisch bis 259/260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4435138889,8.65572222222	<a href="http://ARACHNE/wiki/Kleinkastell Degerfeld" target="pedia">Kleinkastell Degerfeld</a>	<div style="max-width: 250px;">Geo 50.4435138889, 8.65572222222<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Westliche Wetteraustrecke<br>fr&#252;htrajanisch bis 233</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4998,8.69936944444	<a href="http://de.wikipedia.org/wiki/Kleinkastell Holzheimer Unterwald" target="pedia">Kleinkastell Holzheimer Unterwald</a>	<div style="max-width: 250px;">Geo 50.4998, 8.69936944444<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: N&#246;rdliche Wetteraustrecke<br>trajanische Zeit bis Mitte des 3. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4872222222,8.78444444444	<a href="http://de.wikipedia.org/wiki/Kastell Arnsburg" target="pedia">Kastell Arnsburg</a>	<div style="max-width: 250px;">Geo 50.4872222222, 8.78444444444<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: N&#246;rdliche Wetteraustrecke<br>um 90 (evtl. fr&#252;her) bis um 260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4605694444,8.90795	<a href="http://de.wikipedia.org/wiki/Kastell Inheiden" target="pedia">Kastell Inheiden</a>	<div style="max-width: 250px;">Geo 50.4605694444, 8.90795<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: N&#246;rdliche Wetteraustrecke<br>Ende 1. Jh. bis um 260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3930472222,8.88321944444	<a href="http://de.wikipedia.org/wiki/Kastell Echzell" target="pedia">Kastell Echzell</a>	<div style="max-width: 250px;">Geo 50.3930472222, 8.88321944444<br>Alen- und Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Wetteraustrecke<br>um 90 n. Chr. bis um 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.3238027778,8.87635277778	<a href="http://de.wikipedia.org/wiki/Kastell Ober-Florstadt" target="pedia">Kastell Ober-Florstadt</a>	<div style="max-width: 250px;">Geo 50.3238027778, 8.87635277778<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: Wetteraustrecke<br>um 90 n. Chr. bis zum Limesfall</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.2226194444,8.98423888889	<a href="http://de.wikipedia.org/wiki/Kastell Mark&#246;bel" target="pedia">Kastell Mark&#246;bel</a>	<div style="max-width: 250px;">Geo 50.2226194444, 8.98423888889<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: &#214;stliche Wetteraustrecke<br>sp&#228;tdomitianisch oder trajanisch bis zum Limesfall</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.1541361111,8.98186111111	<a href="http://de.wikipedia.org/wiki/Kastell R&#252;ckingen" target="pedia">Kastell R&#252;ckingen</a>	<div style="max-width: 250px;">Geo 50.1541361111, 8.98186111111<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: &#214;stliche Wetteraustrecke<br>110/125 bis 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.1112083333,8.9829	<a href="http://de.wikipedia.org/wiki/Kleinkastell Neuwirtshaus" target="pedia">Kleinkastell Neuwirtshaus</a>	<div style="max-width: 250px;">Geo 50.1112083333, 8.9829<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: &#214;stliche Wetteraustrecke<br>110/125 bis 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.0804694444,8.98041111111	<a href="http://de.wikipedia.org/wiki/Kastell Gro&#223;krotzenburg" target="pedia">Kastell Gro&#223;krotzenburg</a>	<div style="max-width: 250px;">Geo 50.0804694444, 8.98041111111<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 4: &#214;stliche Wetteraustrecke<br>um 105/110 n. Chr. bis 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.9773888889,9.06736944444	<a href="http://de.wikipedia.org/wiki/Kastell Stockstadt" target="pedia">Kastell Stockstadt</a>	<div style="max-width: 250px;">Geo 49.9773888889, 9.06736944444<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 6: Mainlinie<br>um 90 n. Chr. bis um 260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.9141222222,9.14105277778	<a href="http://de.wikipedia.org/wiki/Kastell Niedernberg" target="pedia">Kastell Niedernberg</a>	<div style="max-width: 250px;">Geo 49.9141222222, 9.14105277778<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 6: Mainlinie<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.8411111111,9.14597222222	<a href="http://de.wikipedia.org/wiki/Kastell Obernburg" target="pedia">Kastell Obernburg</a>	<div style="max-width: 250px;">Geo 49.8411111111, 9.14597222222<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 6: Mainlinie<br>um 100/110 n.&#160;Chr.<br>bis um 260/275&#160;n.&#160;Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.7097222222,9.23027777778	<a href="http://Kein Artikel/wiki/Kastell Miltenberg-Altstadt" target="pedia">Kastell Miltenberg-Altstadt</a>	<div style="max-width: 250px;">Geo 49.7097222222, 9.23027777778<br>Kohortenkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 6: Mainlinie<br>159/160 bis sp&#228;testens 260</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
50.4401388889,7.3975	<a href="http://de.wikipedia.org/wiki/Kastell Andernach" target="pedia">Kastell Andernach</a>	<div style="max-width: 250px;">Geo 50.4401388889, 7.3975<br>Kohortenkastell<br>Provinz Germania superior, Germania prima<br>Obergermanisch-raetischer Limes, r&#252;ckw&#228;rtiges Lager<br>sp&#228;ttiberisch/claudisch bis Mitte 5. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.9669444444,7.895	<a href="http://de.wikipedia.org/wiki/Bingium" target="pedia">Bingium</a>	<div style="max-width: 250px;">Geo 49.9669444444, 7.895<br>Kohortenkastell, Vexillationskastell<br>Provinz Germania superior<br>Obergermanisch-raetischer Limes, r&#252;ckw&#228;rtiges Lager<br>drususzeitlich bis fr&#252;hes 5. Jh., Kontinuit&#228;t unsicher</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.9941638889,8.26238333333	<a href="http://Kein Artikel/wiki/Kastell Mainz" target="pedia">Kastell Mainz</a>	<div style="max-width: 250px;">Geo 49.9941638889, 8.26238333333<br>Legionslager<br>Provinz Germania superior, Germania prima<br>Obergermanisch-raetischer Limes, r&#252;ckw&#228;rtiges Lager<br>drususzeitlich bis Mitte 4. Jh.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.7053776933,9.261469245	<a href="http://Kein Artikel/wiki/Kastell Miltenberg-Ost" target="pedia">Kastell Miltenberg-Ost</a>	<div style="max-width: 250px;">Geo 49.7053776933, 9.261469245<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 7: "Vorderer Limes"<br></div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.6333388889,9.3303	<a href="http://de.wikipedia.org/wiki/Kleinkastell Haselburg" target="pedia">Kleinkastell Haselburg</a>	<div style="max-width: 250px;">Geo 49.6333388889, 9.3303<br>Kleinkastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 7: "Vorderer Limes"<br>um 155/160 n. Chr. bis 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
49.5784722222,9.38673611111	<a href="http://de.wikipedia.org/wiki/Kastell Walld&#252;rn" target="pedia">Kastell Walld&#252;rn</a>	<div style="max-width: 250px;">Geo 49.5784722222, 9.38673611111<br>Numeruskastell<br>Provinz Germania superior<br>Obergermanisch-Raetischer Limes, Strecke 7: "Vorderer Limes"<br>um 155 n. Chr. bis sp&#228;testens 259/260 n. Chr.</div>	16,16	-8,-8	../img/icon-turm-haekchen.png
